Mass,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24
258.113543,2074432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4066484,0,0,0,0,0,0,2901681,0
258.134681,4165347,8396514,11171066,2553295,0,0,0,0,0,0,0,0,0,13601647,0,0,9506641,0,3081769,0,4156455,5494330,6940737,5761966
258.9488957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459554,0,0,0,0,0,0,0,0
258.9818995,0,0,0,0,0,0,0,0,0,0,0,3880357,0,0,0,0,0,0,0,0,0,0,0,0
258.9892695,0,0,0,0,0,0,0,0,0,0,2894876,0,0,0,0,0,0,0,0,0,0,0,0,0
258.9917764,0,0,0,0,0,0,0,0,0,0,0,0,6766579,0,0,9323567,0,0,0,0,0,0,0,0
258.9918151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330588,0,8292727,0,0,0,0,0,0,0
259.0248085,0,2193049,4378916,2238231,0,5188207,0,0,0,0,0,0,0,0,0,7291080,0,2890743,3435203,2680213,4136089,0,4558758,5811143
259.0394146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268161,0,0,0,0,0,0
259.0459388,0,0,0,3159359,5565245,13934485,8249068,9327454,11336889,8893938,8150158,2230461,40501815,24127042,3057667,17573110,23171022,0,8087990,3027528,5976700,4365043,11585110,12484472
259.046792,0,4235202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7239801,0,0,0,0,0
259.061196,8578111,18237857,29202102,4374108,8890685,5284924,3228351,3272401,5163709,4156765,8085450,2865711,18450524,13254056,6505877,27922670,16641730,13348387,9793660,9578205,11588065,9230498,17000440,20263131
259.0645596,12590727,33222439,38890813,2703123,3804659,0,0,0,0,0,2992049,0,14049381,9475953,2298412,42410234,51156749,0,32330436,27457957,22900522,46475561,40698623,30855779
259.072454,2801834,8731288,9207247,0,0,0,0,0,0,0,0,0,0,0,0,7829079,0,0,0,0,0,0,3970801,2835909
259.0798161,0,0,0,0,0,0,0,0,0,0,0,0,24242698,0,0,0,0,0,0,0,0,0,0,0
259.0823242,36378737,49326284,37579621,32793252,71951144,89807794,32727647,55415411,94097104,32796723,77400018,9478244,114995600,181470749,13254467,148198971,115572297,43569236,64896111,37489744,53694421,49591374,85914919,95958283
259.0975812,9512404,34855788,59116679,5339969,14610311,6756633,3943345,4078294,4407173,3081758,12393262,0,19649077,14047300,5473796,34727795,21310205,25460343,9358612,18656117,14965882,11023086,25364681,28194478
259.1009265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5842909,0,0,0,0
259.1009635,0,9077747,10752719,0,0,0,0,0,0,0,0,0,0,0,0,10757759,11871880,7559935,0,0,6395490,0,0,0
259.1088069,0,0,5262241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.1187096,32884038,74836248,79282359,13989929,30270834,52040719,11413681,20655944,46179880,12823988,45899029,3739699,41915113,164928120,7158258,219500224,122258117,55841191,41451208,54697639,43779629,50603162,80634744,101413214
259.1339658,2982745,13215928,29757529,5727685,7878417,0,0,0,3247261,0,5606434,0,9686158,0,2207220,12827064,9310840,11148042,0,7481068,5417138,6465658,11850842,10986177
259.1373144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241578,0,0,0
259.1550957,0,7102531,7386889,3135485,0,4263499,2246611,3443468,8121088,2133780,3671049,0,12990337,96753876,0,21859268,12759552,6097179,2213376,8537919,2767910,5571462,9280074,8800658
259.1703503,0,3955091,11012395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070220,0,0,0,0
259.9870201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793090,0,0,0,0,0,0,0,0,0
260.0200637,0,0,0,0,0,3138643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.0564284,3766193,9899864,0,0,0,0,0,2218960,3124193,0,3470544,0,0,0,0,13062832,10463413,0,5987664,6824277,5092485,4183034,8673990,7285258
260.0564606,0,0,12729695,0,2752550,3722061,0,0,0,0,0,0,0,0,2802780,0,0,0,0,0,0,0,0,0
260.0598183,2939673,9641375,0,0,0,0,0,0,0,0,0,0,0,0,0,9194684,10550208,0,6941784,5214461,0,6209217,8617293,0
260.0775652,0,0,0,0,0,5336865,2073521,3457952,0,0,2829382,0,0,0,0,0,5488058,0,0,0,0,0,0,0
260.0928214,0,13638306,17503983,0,0,0,0,0,0,0,0,0,0,0,0,10311345,9307692,0,4375974,0,0,7154148,0,0
260.0962199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293217,0,0,0,0
260.1139481,0,0,0,0,0,2738731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305083
260.1251817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257306,0,0,0,0,0
260.1292074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603811,3119613
260.1656263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565986,0
260.953311,0,0,0,0,0,0,0,0,0,0,0,0,7093920,0,0,0,0,0,0,0,0,2561074,0,0
260.9645424,0,0,0,0,0,0,0,0,2525502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.9896934,0,3270921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261.0074229,0,0,0,0,0,0,0,0,0,0,0,0,0,6879592,0,0,0,0,0,0,0,3864532,3936620,3564710
261.0074703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8659273,5924199,0,0,0,0,0,0,0
261.0404605,6802758,19605821,25467707,5838315,8459434,6728755,3346050,3386261,5360204,4466712,4766988,0,15504965,13504277,5798897,32297562,21660751,12410977,13726265,9335837,12456166,12552500,16188209,18896942
261.0438082,10851725,24703043,0,4368049,0,6748539,0,0,0,0,8690354,0,0,16952669,2602519,0,0,0,0,0,0,35834554,0,42494773
261.0438563,0,0,24176834,0,5758449,0,2955929,0,0,6065278,0,0,22738572,0,0,55028325,67067225,29705001,27421057,0,20511853,0,35920568,0
261.0517034,0,3193011,0,2395295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3531846
261.0615898,0,2726374,0,3046944,2270307,0,4504622,6432003,7256700,3607035,5281521,0,0,0,0,9250786,0,0,2602538,2640989,0,0,3853821,6008316
261.0768452,18224662,57359492,80724873,12717675,19918257,14696234,5218286,7507236,7820671,7078356,17058923,5406279,30378199,27692777,12662810,64009686,43844801,38496242,24983500,26886383,24597817,26127610,41218557,48114301
261.0802112,10556765,32659210,39145360,0,0,0,0,0,0,0,0,0,39808734,8409201,0,41796322,0,34321658,0,16969975,16147201,28096001,27538820,24269189
261.08807,0,0,10512097,2463135,0,0,0,0,0,2336391,0,0,0,0,0,0,5832101,0,0,0,0,0,0,0
261.0979752,4478020,9097965,7557878,5677041,5723290,16754524,4448010,7374130,9825295,6308023,7994128,0,13128646,42584602,0,32753951,25699716,0,8609788,6531806,8881769,12582755,16573225,17484588
261.1132307,15569766,64106955,102869975,9976108,18671224,10540609,4073913,7287251,5995154,7124432,16084011,3026545,20804136,17438909,5132706,59664467,45815348,36160835,14123679,28663873,22152844,21775680,43883080,45054157
261.1165843,0,6549649,7199038,0,0,0,0,0,0,0,0,0,0,0,0,8021950,12441790,4584010,0,3037112,2503556,0,0,0
261.116626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4929671,0,0
261.1343593,2938852,10201204,9830084,5491889,2779329,9950323,0,5440801,8814690,3687923,6551376,2046194,79791192,42331758,0,66956443,39661686,6555954,4724559,6383952,5533788,8443945,11265844,15172859
